place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJaXqVFQRZwokRUltXpIRuMg8,The Black Sheep Sports Bar N.Y.C,"Modern new sports bar with 16 tv's, 11 Draft beers and an array of drinks. Serving food everyday until 11pm.",,347,4.3,"Name: The Perfect Pint
Link: https://www.google.com/maps/search/The+Perfect+Pint/@40.7526651,-73.97265519999999?authuser=0&hl=es&entry=ttu
Reviews: 1512 reviews

Name: Tara Rose
Link: https://www.google.com/maps/search/Tara+Rose/@40.7417855,-73.9812353?authuser=0&hl=es&entry=ttu
Reviews: 927 reviews

Name: Ted's Corner Tavern
Link: https://www.google.com/maps/search/Ted's+Corner+Tavern/@40.746221999999996,-73.97752600000001?authuser=0&hl=es&entry=ttu
Reviews: 281 reviews

Name: Malone's Irish Bar & Restaurant
Link: https://www.google.com/maps/search/Malone's+Irish+Bar+%26+Restaurant/@40.7518635,-73.9739876?authuser=0&hl=es&entry=ttu
Reviews: 279 reviews

Name: Rosie Dunn's Victorian Pub
Link: https://www.google.com/maps/search/Rosie+Dunn's+Victorian+Pub/@40.752866,-73.972571?authuser=0&hl=es&entry=ttu
Reviews: 277 reviews",http://theblacksheepnyc.com/,+1 212-599-3476,,The Black Sheep Sports Bar N.Y.C (propietario),https://www.google.com/maps/contrib/114479641099390634584,https://lh3.ggpht.com/p/AF1QipPtVOa7ZRpfVQTrJ91JgkRnshMK6tXlfLdvftiS=s1024,Bar restaurante,"Bar restaurante, Bar",11:00-2:00,,Open All Days,"593 3rd Ave, New York, NY 10016, Estados Unidos","bartender, pub irlandes, precio, atmosfera, tv, pot pie, almorzar, happy hour, antro, sopa de cebolla",https://www.google.com/maps/place/The+Black+Sheep+Sports+Bar+N.Y.C/data=!4m7!3m6!1s0x89c2590415957a69:0xf326e84a4575b52!8m2!3d40.748566!4d-73.975636!16s%2Fg%2F1tfff30b!19sChIJaXqVFQRZwokRUltXpIRuMg8?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJgT-BXf1YwokRCBwaEHiDWa0,Blackwells,,,340,4.3,"Name: Connolly's
Link: https://www.google.com/maps/search/Connolly's/@40.756108499999996,-73.97774489999999?authuser=0&hl=es&entry=ttu
Reviews: 1704 reviews

Name: Stout NYC
Link: https://www.google.com/maps/search/Stout+NYC/@40.751611499999996,-73.9788202?authuser=0&hl=es&entry=ttu
Reviews: 1619 reviews

Name: The Perfect Pint
Link: https://www.google.com/maps/search/The+Perfect+Pint/@40.7526651,-73.97265519999999?authuser=0&hl=es&entry=ttu
Reviews: 1512 reviews

Name: Maggie's Place
Link: https://www.google.com/maps/search/Maggie's+Place/@40.7562972,-73.97711450000001?authuser=0&hl=es&entry=ttu
Reviews: 700 reviews

Name: The Wheeltapper Pub
Link: https://www.google.com/maps/search/The+Wheeltapper+Pub/@40.7526333,-73.9745545?authuser=0&hl=es&entry=ttu
Reviews: 150 reviews",https://blackwellsnyc.com/,+1 646-998-3021,,Blackwells (propietario),https://www.google.com/maps/contrib/102558249775442773748,https://lh3.ggpht.com/p/AF1QipML9TAV6TKxyFa2G7MB3FdM8Q2_TsfmPXc-_1fu=s1024,Bar,"Bar, Restaurante",11:00-24:00,,"sabado, domingo","150 E 47th St, New York, NY 10017, Estados Unidos","atmosfera, precio, filete, menu, cenar, fish and chips, cottage pie, happy hour, area, sopa de cebolla",https://www.google.com/maps/place/Blackwells/data=!4m7!3m6!1s0x89c258fd5d813f81:0xad598378101a1c08!8m2!3d40.7540827!4d-73.9727009!16s%2Fg%2F11bbrl3tc9!19sChIJgT-BXf1YwokRCBwaEHiDWa0?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJ_xzMHNtZwokRdVig2X11Rvk,Martiny's,Destino con estilo y paredes de ladrillo que sirve tragos elegantes y bocadillos refinados.,,338,4.2,"Name: Dear Irving Gramercy
Link: https://www.google.com/maps/search/Dear+Irving+Gramercy/@40.7362234,-73.9874495?authuser=0&hl=es&entry=ttu
Reviews: 982 reviews

Name: The High Note
Link: https://www.google.com/maps/search/The+High+Note/@40.734915199999996,-73.98863779999999?authuser=0&hl=es&entry=ttu
Reviews: 608 reviews

Name: Hidden Lane Bar
Link: https://www.google.com/maps/search/Hidden+Lane+Bar/@40.734595,-73.98767?authuser=0&hl=es&entry=ttu
Reviews: 250 reviews

Name: Another Country
Link: https://www.google.com/maps/search/Another+Country/@40.736810899999995,-73.99204759999999?authuser=0&hl=es&entry=ttu
Reviews: 67 reviews

Name: Madeline's Martini
Link: https://www.google.com/maps/search/Madeline's+Martini/@40.7263349,-73.9775392?authuser=0&hl=es&entry=ttu
Reviews: 45 reviews",http://www.martinys.com/,,,Martiny's (propietario),https://www.google.com/maps/contrib/103480494216657937660,https://lh3.ggpht.com/p/AF1QipOQHJ_9Mi1qpTG2zxQN4qV4tVwzLkLo4d1WLNNO=s1024,Cocteleria,Cocteleria,18:00-1:00,,martes,"121 E 17th St, New York, NY 10003, Estados Unidos","martini, caprese, ceremonia del te japonesa, matcha, presentacion, caviar, carruajes, wagyu sando, pena de muerte, firma",https://www.google.com/maps/place/Martiny%E2%80%99s/data=!4m7!3m6!1s0x89c259db1ccc1cff:0xf946757dd9a05875!8m2!3d40.7361399!4d-73.9877486!16s%2Fg%2F11sxx6jbp3!19sChIJ_xzMHNtZwokRdVig2X11Rvk?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJFTW1AOdYwokRxcn0wNMDjuA,Sutton Bar Room,A vibrant neighborhood bar with a great vintage vibe,,319,4.5,"Name: The Bar Room
Link: https://www.google.com/maps/search/The+Bar+Room/@40.763318999999996,-73.968502?authuser=0&hl=es&entry=ttu
Reviews: 1164 reviews

Name: Shaken Not Stirred
Link: https://www.google.com/maps/search/Shaken+Not+Stirred/@40.761059499999995,-73.96122199999999?authuser=0&hl=es&entry=ttu
Reviews: 307 reviews

Name: Sefton
Link: https://www.google.com/maps/search/Sefton/@40.7690659,-73.955394?authuser=0&hl=es&entry=ttu
Reviews: 241 reviews

Name: The Stayton Room
Link: https://www.google.com/maps/search/The+Stayton+Room/@40.7549673,-73.9728731?authuser=0&hl=es&entry=ttu
Reviews: 54 reviews

Name: The Sutton
Link: https://www.google.com/maps/search/The+Sutton/@40.755705899999995,-73.9652383?authuser=0&hl=es&entry=ttu
Reviews: 10 reviews",http://www.suttonbarroom.com/,+1 212-980-9850,,Sutton Bar Room (propietario),https://www.google.com/maps/contrib/111474083286461769634,https://lh3.ggpht.com/p/AF1QipM6mkENddIJiBqByGiOg3YsdZgYidoCkoSD4zKT=s1024,Bar,"Bar, Cocteleria, Lounge, Club nocturno, Bar deportivo, Vinoteca",16:00-4:00,,Open All Days,"1074 1st Ave, New York, NY 10022, Estados Unidos","happy hour, precio, atmosfera, lunes, espresso martini, cerveceria artesanal, fiesta de compromiso, pepino, deportes, espacio",https://www.google.com/maps/place/Sutton+Bar+Room/data=!4m7!3m6!1s0x89c258e700b53515:0xe08e03d3c0f4c9c5!8m2!3d40.7591723!4d-73.9620025!16s%2Fg%2F1thbxl5w!19sChIJFTW1AOdYwokRxcn0wNMDjuA?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJTUnFcYpZwokRnDeckKVR3Nw,Albert's Bar,"Discover Albert's Bar in New York, New York, brought to you by the creators of The Penrose and The Spaniard. Indulge in our dry-aged burgers, steaks, and impressive cocktails in a handsome and expansive space. Perfect for a great night out, date night, or private events, Albert's Bar offers a chill vibe and exceptional service. Join us for an unforgettable experience in midtown, where great drinks and a welcoming atmosphere await. Highly recommended by our patrons!",,312,4.6,"Name: The Campbell
Link: https://www.google.com/maps/search/The+Campbell/@40.752606,-73.97781499999999?authuser=0&hl=es&entry=ttu
Reviews: 2295 reviews

Name: Stout NYC
Link: https://www.google.com/maps/search/Stout+NYC/@40.751611499999996,-73.9788202?authuser=0&hl=es&entry=ttu
Reviews: 1619 reviews

Name: The Junction
Link: https://www.google.com/maps/search/The+Junction/@40.749271,-73.977374?authuser=0&hl=es&entry=ttu
Reviews: 703 reviews

Name: Ted's Corner Tavern
Link: https://www.google.com/maps/search/Ted's+Corner+Tavern/@40.746221999999996,-73.97752600000001?authuser=0&hl=es&entry=ttu
Reviews: 281 reviews

Name: Aunt Bernie's Bar and Jardin
Link: https://www.google.com/maps/search/Aunt+Bernie's+Bar+and+Jardin/@40.745937,-73.9775669?authuser=0&hl=es&entry=ttu
Reviews: 117 reviews",https://www.albertsbar.com/,+1 212-597-9345,,Albert's Bar (propietario),https://www.google.com/maps/contrib/107560786751458711507,https://lh3.ggpht.com/p/AF1QipMk7lXzv1VHjna4Pfl-aGwoBBuo3UyJSn2hdLI3=s1024,Cocteleria,"Cocteleria, Bar, Bar restaurante, Cerveceria, Restaurante de brunch, Bar con musica en directo, Pub, Bar deportivo",11:30-2:00,,Open All Days,"140 E 41st St, New York, NY 10017, Estados Unidos","atmosfera, espacio, precio, happy hour, hamburguesas, cenar, martini de pepinillos, banos, server, eleccion",https://www.google.com/maps/place/Albert%E2%80%99s+Bar/data=!4m7!3m6!1s0x89c2598a71c5494d:0xdcdc51a5909c379c!8m2!3d40.7503629!4d-73.976133!16s%2Fg%2F11kbl0481z!19sChIJTUnFcYpZwokRnDeckKVR3Nw?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJr0kSUeFZwokR8MFNi3Al19U,Pebble Bar,Cocktail bar in a storied Rockefeller Center townhouse,,302,4.3,"Name: Tanner Smith's
Link: https://www.google.com/maps/search/Tanner+Smith's/@40.7643361,-73.9815917?authuser=0&hl=es&entry=ttu
Reviews: 3112 reviews

Name: The Campbell
Link: https://www.google.com/maps/search/The+Campbell/@40.752606,-73.97781499999999?authuser=0&hl=es&entry=ttu
Reviews: 2295 reviews

Name: Pocket Bar NYC
Link: https://www.google.com/maps/search/Pocket+Bar+NYC/@40.7633732,-73.992283?authuser=0&hl=es&entry=ttu
Reviews: 462 reviews

Name: King Cole Bar
Link: https://www.google.com/maps/search/King+Cole+Bar/@40.761289,-73.9743901?authuser=0&hl=es&entry=ttu
Reviews: 410 reviews

Name: Rosevale Cocktail Room
Link: https://www.google.com/maps/search/Rosevale+Cocktail+Room/@40.76143,-73.9874509?authuser=0&hl=es&entry=ttu
Reviews: 220 reviews",http://pebblebarnyc.com/,,,Pebble Bar (propietario),https://www.google.com/maps/contrib/103089582706563375908,https://lh3.ggpht.com/p/AF1QipPcyODFd_tZhAK07PL1diEPsP-DJeAfjDzb5-FV=s1024,Cocteleria,Cocteleria,16:00-24:00,,Open All Days,"67 W 49th St, New York, NY 10112, Estados Unidos","precio, piso, mesas, atmosfera, espacio, lobster roll, gentio, el menu, margarita, martini",https://www.google.com/maps/place/Pebble+Bar/data=!4m7!3m6!1s0x89c259e1511249af:0xd5d725708b4dc1f0!8m2!3d40.7592338!4d-73.9805544!16s%2Fg%2F11sq3dlmj8!19sChIJr0kSUeFZwokR8MFNi3Al19U?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJM0VMwFVZwokRwkNE8e6JcTY,Everything's Jake NYC Bar & Lounge,"Discover the allure of Everything's Jake NYC Bar & Lounge, nestled in the West Village just below the iconic Union Square. Rated as one of the best bars, our cozy spot offers exquisite cocktails that set the mood for any date night. Swing by during our unbeatable happy hour, or plan your next big event in our chic event space. A stone's throw from the East Village, Everything's Jake merges classic charm with modern elegance. Whether it's a casual outing or a special occasion, make memories with us.",,295,4.7,"Name: The High Note
Link: https://www.google.com/maps/search/The+High+Note/@40.734915199999996,-73.98863779999999?authuser=0&hl=es&entry=ttu
Reviews: 608 reviews

Name: Juke Bar
Link: https://www.google.com/maps/search/Juke+Bar/@40.731088,-73.985612?authuser=0&hl=es&entry=ttu
Reviews: 522 reviews

Name: Jake's Saloon
Link: https://www.google.com/maps/search/Jake's+Saloon/@40.744116,-73.99620399999999?authuser=0&hl=es&entry=ttu
Reviews: 470 reviews

Name: Another Country
Link: https://www.google.com/maps/search/Another+Country/@40.736810899999995,-73.99204759999999?authuser=0&hl=es&entry=ttu
Reviews: 67 reviews

Name: Jelas
Link: https://www.google.com/maps/search/Jelas/@40.7350126,-73.993008?authuser=0&hl=es&entry=ttu
Reviews: 25 reviews",http://www.everythingsjake.com/,+1 646-734-4460,,Everything's Jake NYC Bar & Lounge (propietario),https://www.google.com/maps/contrib/113263131558623163581,https://lh3.ggpht.com/p/AF1QipMCA223CwhYucxw5vhi8fTXYBFyIm4qTFJCht1D=s1024,Cocteleria,"Cocteleria, Recinto para eventos, Lounge, Restaurante",16:00-0:30,,Open All Days,"54 E 13th St, New York, NY 10003, Estados Unidos","atmosfera, happy hour, fiesta, menu, espresso martini, precio, te helado long island, eleccion, dinero, vuelo",https://www.google.com/maps/place/Everything%27s+Jake+NYC+Bar+%26+Lounge/data=!4m7!3m6!1s0x89c25955c04c4533:0x367189eef14443c2!8m2!3d40.7341957!4d-73.9916951!16s%2Fg%2F11sbq5lzqx!19sChIJM0VMwFVZwokRwkNE8e6JcTY?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJl60eBK1ZwokReIc25YcPsTA,WAKAMBA BAR,,,282,3.5,"Name: Jimmy's Corner
Link: https://www.google.com/maps/search/Jimmy's+Corner/@40.756729899999996,-73.9847643?authuser=0&hl=es&entry=ttu
Reviews: 1982 reviews

Name: Barcelona Bar
Link: https://www.google.com/maps/search/Barcelona+Bar/@40.7653306,-73.9841508?authuser=0&hl=es&entry=ttu
Reviews: 785 reviews

Name: Blue Ruin Bar
Link: https://www.google.com/maps/search/Blue+Ruin+Bar/@40.7568773,-73.9934364?authuser=0&hl=es&entry=ttu
Reviews: 663 reviews

Name: Walter's Bar
Link: https://www.google.com/maps/search/Walter's+Bar/@40.7493438,-73.9958472?authuser=0&hl=es&entry=ttu
Reviews: 473 reviews

Name: Back Pocket Bar
Link: https://www.google.com/maps/search/Back+Pocket+Bar/@40.763855299999996,-73.99196119999999?authuser=0&hl=es&entry=ttu
Reviews: 149 reviews",,,1,WAKAMBA BAR (propietario),,https://lh3.ggpht.com/p/AF1QipMAL2NNSMRV34-0KvRj2LdOXjCpvDy4_sT1bh6y=s1024,Bar,Bar,12:00-2:00,,Open All Days,"543 8th Ave, New York, NY 10018, Estados Unidos","precios, propina, shot, resena, margarita, bien bebidas, vodka, estafa, anthony bourdain, jim beam",https://www.google.com/maps/place/WAKAMBA+BAR/data=!4m7!3m6!1s0x89c259ad041ead97:0x30b10f87e5368778!8m2!3d40.7543825!4d-73.9921739!16s%2Fg%2F1232tpcx_!19sChIJl60eBK1ZwokReIc25YcPsTA?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJpWThSuJZwokRjFz9XPvs0TI,The Bar Room at The Modern,"The lively Bar Room offers Chef Thomas Allan's vividly seasonal contemporary cooking a la carte. We welcome walk-ins as well as reservations up to 28 days in advance. Enjoy the Bar Room menu al fresco on The Terrace, overlooking MoMA's Abby A. Rockefeller Sculpture Garden.",,276,4.5,"Name: Tanner Smith's
Link: https://www.google.com/maps/search/Tanner+Smith's/@40.7643361,-73.9815917?authuser=0&hl=es&entry=ttu
Reviews: 3112 reviews

Name: Monkey Bar
Link: https://www.google.com/maps/search/Monkey+Bar/@40.759898199999995,-73.9732046?authuser=0&hl=es&entry=ttu
Reviews: 1221 reviews

Name: The Bar Room
Link: https://www.google.com/maps/search/The+Bar+Room/@40.763318999999996,-73.968502?authuser=0&hl=es&entry=ttu
Reviews: 1164 reviews

Name: The Parlour Room
Link: https://www.google.com/maps/search/The+Parlour+Room/@40.7507175,-73.9861375?authuser=0&hl=es&entry=ttu
Reviews: 700 reviews

Name: all & sundry
Link: https://www.google.com/maps/search/all+%26+sundry/@40.767544400000006,-73.9832993?authuser=0&hl=es&entry=ttu
Reviews: 260 reviews",https://www.themodernnyc.com/?utm_source=GoogleBusinessProfiles&utm_medium=Website&utm_campaign=MapLabs,+1 212-333-1220,,The Bar Room at The Modern (propietario),https://www.google.com/maps/contrib/114248135468013996283,https://lh3.ggpht.com/p/AF1QipO7-kdvtkeauIUWIDa-cMcwctt_abrb5B067oAe=s1024,Bar,"Bar, Cocteleria, Recinto para eventos, Lounge, Vinoteca",11:30-22:30,,Open All Days,"9 W 53rd St, New York, NY 10019, Estados Unidos","steak tartar, semana del restaurante, tiempos, estrella michelin, moma, flammkuchen, caviar, trufa, patatas crujientes, pollo frito",https://www.google.com/maps/place/The+Bar+Room+at+The+Modern/data=!4m7!3m6!1s0x89c259e24ae164a5:0x32d1ecfb5cfd5c8c!8m2!3d40.7609475!4d-73.9768318!16s%2Fg%2F11fkdms3ks!19sChIJpWThSuJZwokRjFz9XPvs0TI?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJzea1Mv9ZwokRRlvADDTSu4k,Crown Alley,"A cosy neighborhood bar with a focus on Craft Beer & Cocktails along with a menu of share plates, snacks and sandwiches. Friendly and unpretentious staff with a great happy hour everyday from 4pm-7pm.",,253,4.6,"Name: Raines Law Room Chelsea
Link: https://www.google.com/maps/search/Raines+Law+Room+Chelsea/@40.7387132,-73.9946006?authuser=0&hl=es&entry=ttu
Reviews: 1302 reviews

Name: The Tippler
Link: https://www.google.com/maps/search/The+Tippler/@40.7423235,-74.0062542?authuser=0&hl=es&entry=ttu
Reviews: 933 reviews

Name: The Copper Still Chelsea
Link: https://www.google.com/maps/search/The+Copper+Still+Chelsea/@40.743395,-73.99640099999999?authuser=0&hl=es&entry=ttu
Reviews: 428 reviews

Name: District Local
Link: https://www.google.com/maps/search/District+Local/@40.739148199999995,-73.999512?authuser=0&hl=es&entry=ttu
Reviews: 198 reviews",https://www.crownalleynyc.com/,,,Crown Alley (propietario),https://www.google.com/maps/contrib/117586482930599718853,https://lh3.ggpht.com/p/AF1QipNgM4uQWYAe4NtrtrqeDVcmo4MkQfSuqxFEiUek=s1024,Bar,Bar,15:00-1:00,,Open All Days,"263 W 19th St, New York, NY 10011, Estados Unidos","happy hour, precio, ostras, atmosfera, sandwich, cerveceria artesanal, guinness, negroni, gema, old fashioned",https://www.google.com/maps/place/Crown+Alley/data=!4m7!3m6!1s0x89c259ff32b5e6cd:0x89bbd2340cc05b46!8m2!3d40.7428067!4d-73.9996834!16s%2Fg%2F11kf5t6wg_!19sChIJzea1Mv9ZwokRRlvADDTSu4k?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJ3WRZYp1ZwokRI0GzAf4kCIQ,Lucy's,,,247,4.4,"Name: Ace Bar
Link: https://www.google.com/maps/search/Ace+Bar/@40.7243881,-73.98286519999999?authuser=0&hl=es&entry=ttu
Reviews: 681 reviews

Name: Double Down Saloon
Link: https://www.google.com/maps/search/Double+Down+Saloon/@40.722516,-73.98574099999999?authuser=0&hl=es&entry=ttu
Reviews: 576 reviews

Name: Sophie's
Link: https://www.google.com/maps/search/Sophie's/@40.724798199999995,-73.9838372?authuser=0&hl=es&entry=ttu
Reviews: 373 reviews

Name: Blue & Gold Tavern
Link: https://www.google.com/maps/search/Blue+%26+Gold+Tavern/@40.727325,-73.9862831?authuser=0&hl=es&entry=ttu
Reviews: 359 reviews

Name: Lucky
Link: https://www.google.com/maps/search/Lucky/@40.727255,-73.9798419?authuser=0&hl=es&entry=ttu
Reviews: 282 reviews",https://www.lucysbarnyc.com/,,,Lucy's (propietario),https://www.google.com/maps/contrib/115487709935746493817,https://lh3.ggpht.com/p/AF1QipNHCUkM0XGkSlr0r59Y2poow_SbIDHbwsCKtPcC=s1024,Bar,Bar,17:00-3:00,,Open All Days,"135 Avenue A, New York, NY 10009, Estados Unidos","precio, pool, mesa, rocola, gentio, escuela, juegos, propiedad, pueblo, chupito",https://www.google.com/maps/place/Lucy%27s/data=!4m7!3m6!1s0x89c2599d625964dd:0x840824fe01b34123!8m2!3d40.7270179!4d-73.9830509!16s%2Fg%2F1xfspn91!19sChIJ3WRZYp1ZwokRI0GzAf4kCIQ?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJN8pqyL1ZwokROZD7528Tn5M,Bar B,,,247,4.8,"Name: Sogno Toscano Cafe'& Wine Bar
Link: https://www.google.com/maps/search/Sogno+Toscano+Cafe%C2%B4%26+Wine+Bar/@40.7509422,-74.0024686?authuser=0&hl=es&entry=ttu
Reviews: 364 reviews

Name: Bar Veloce
Link: https://www.google.com/maps/search/Bar+Veloce/@40.7425682,-73.9969922?authuser=0&hl=es&entry=ttu
Reviews: 257 reviews

Name: Twist Bar
Link: https://www.google.com/maps/search/Twist+Bar/@40.744623,-74.0023544?authuser=0&hl=es&entry=ttu
Reviews: 217 reviews

Name: CORKBUZZ
Link: https://www.google.com/maps/search/CORKBUZZ/@40.742265700000004,-74.00580889999999?authuser=0&hl=es&entry=ttu
Reviews: 77 reviews

Name: B Lounge NYC
Link: https://www.google.com/maps/search/B+Lounge+NYC/@40.7274423,-73.9863049?authuser=0&hl=es&entry=ttu
Reviews: 49 reviews",http://www.barbnyc.com/,+1 212-229-1888,,Bar B (propietario),https://www.google.com/maps/contrib/111357544994109973727,https://lh3.ggpht.com/p/AF1QipPbH8BlmIaexZD5lCDRBWlINPj3t051TWhEKb1q=s1024,Vinoteca,"Vinoteca, Restaurante italiano",17:00-22:00,,domingo,"84 7th Ave, New York, NY 10011, Estados Unidos","tapas, platos pequenos, happy hour, precio, entrana, italianos, vieiras, paredes, habitaciones, comida y vino",https://www.google.com/maps/place/Bar+B/data=!4m7!3m6!1s0x89c259bdc86aca37:0x939f136fe7fb9039!8m2!3d40.7395445!4d-73.9992282!16s%2Fg%2F1z44b3wfx!19sChIJN8pqyL1ZwokROZD7528Tn5M?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJ4e2I9lNYwokRaO-Ake7hsak,Bar Centrale,Up the stairs between Joe Allen and Orso.,,239,4.5,"Name: Dutch Fred's
Link: https://www.google.com/maps/search/Dutch+Fred's/@40.7608159,-73.9878465?authuser=0&hl=es&entry=ttu
Reviews: 1900 reviews

Name: VALERIE
Link: https://www.google.com/maps/search/VALERIE/@40.756342599999996,-73.9811274?authuser=0&hl=es&entry=ttu
Reviews: 1854 reviews

Name: Lady Blue
Link: https://www.google.com/maps/search/Lady+Blue/@40.7608752,-73.990062?authuser=0&hl=es&entry=ttu
Reviews: 197 reviews

Name: The Molly Pitcher Club
Link: https://www.google.com/maps/search/The+Molly+Pitcher+Club/@40.7614549,-73.9907253?authuser=0&hl=es&entry=ttu
Reviews: 43 reviews

Name: Center Bar
Link: https://www.google.com/maps/search/Center+Bar/@40.7685526,-73.9831866?authuser=0&hl=es&entry=ttu
Reviews: 26 reviews",http://www.barcentrale.nyc/,+1 212-581-3130,,Bar Centrale (propietario),https://www.google.com/maps/contrib/100465606966609943758,https://lh3.ggpht.com/p/AF1QipP1Q72xOLdx8c52SfCcWVnkQ_y_OOLZiZeyaxHf=s1024,Bar,"Bar, Restaurante",17:00-23:30,,domingo,"324 W 46th St, New York, NY 10036, Estados Unidos","cocteles, atmosfera, teatro, platos pequenos, mesa, puerta, piedra rojiza, menu, martini, precio",https://www.google.com/maps/place/Bar+Centrale/data=!4m7!3m6!1s0x89c25853f688ede1:0xa9b1e1ee9180ef68!8m2!3d40.760072!4d-73.9890377!16s%2Fg%2F1tddypg3!19sChIJ4e2I9lNYwokRaO-Ake7hsak?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJL8iG0HNZwokR70zQBzoMKTc,Twist Bar,"Twist by Milk and Hops
Cocktail and Wine bar puts a contemporary twist on a quaint speakeasy. If you are seeking a suave, laidback experience our cocktail bar is a great alternative to it's sister bars, ""Milk and Hops"". With a unique selection of crafted cocktails based on flavor profiles and seasonal Ingredients.",,217,4.6,"Name: Bathtub Gin
Link: https://www.google.com/maps/search/Bathtub+Gin/@40.7435711,-74.0031575?authuser=0&hl=es&entry=ttu
Reviews: 2123 reviews

Name: The Tippler
Link: https://www.google.com/maps/search/The+Tippler/@40.7423235,-74.0062542?authuser=0&hl=es&entry=ttu
Reviews: 933 reviews

Name: The Copper Still Chelsea
Link: https://www.google.com/maps/search/The+Copper+Still+Chelsea/@40.743395,-73.99640099999999?authuser=0&hl=es&entry=ttu
Reviews: 428 reviews

Name: Bar B
Link: https://www.google.com/maps/search/Bar+B/@40.7395445,-73.99922819999999?authuser=0&hl=es&entry=ttu
Reviews: 247 reviews

Name: Gadfly Bar
Link: https://www.google.com/maps/search/Gadfly+Bar/@40.7400647,-74.0016637?authuser=0&hl=es&entry=ttu
Reviews: 203 reviews",http://www.twistbarnyc.com/,+1 212-989-1999,,Twist Bar (propietario),https://www.google.com/maps/contrib/115929726986814865846,https://lh3.ggpht.com/p/AF1QipNAlh9Y47P0XF6T1LrVZcWLYSoz3kwVYZfXUlBb=s1024,Bar,Bar,16:00-22:00,,Open All Days,"164 9th Ave, New York, NY 10011, Estados Unidos","cocktail, atmosfera, menu, fiesta, chelsea football club, precio, eleccion, happy hour, martini, lluvia morada",https://www.google.com/maps/place/Twist+Bar/data=!4m7!3m6!1s0x89c25973d086c82f:0x37290c3a07d04cef!8m2!3d40.744623!4d-74.0023544!16s%2Fg%2F11rl_ww0rq!19sChIJL8iG0HNZwokR70zQBzoMKTc?authuser=0&hl=es&rclk=1,bars in manhattan
ChIJi0E5YvlYwokRQ6DKH3vYbqM,The Bar at Baccarat Hotel,"Beguiling and provocative, mysterious and offbeat, The Bar plays the foil to the adjacent Grand Salon. The Bar takes its visual cues from great American long bars of decades past, glamorous ballrooms of French hotels particuliers and the royal stables at Versailles with distinctive barrel vaulting and natural-wood walls defining much of the space. Last seating is one hour before closing. Please be advised that reservations are not accepted and guests will be accommodated on a first come, first serve basis, based upon availability.",,195,4.1,"Name: Monkey Bar
Link: https://www.google.com/maps/search/Monkey+Bar/@40.759898199999995,-73.9732046?authuser=0&hl=es&entry=ttu
Reviews: 1221 reviews

Name: Ascent Lounge
Link: https://www.google.com/maps/search/Ascent+Lounge/@40.768590499999995,-73.98309859999999?authuser=0&hl=es&entry=ttu
Reviews: 599 reviews

Name: The Bar Room at The Modern
Link: https://www.google.com/maps/search/The+Bar+Room+at+The+Modern/@40.7609475,-73.9768318?authuser=0&hl=es&entry=ttu
Reviews: 276 reviews

Name: The Champagne Bar
Link: https://www.google.com/maps/search/The+Champagne+Bar/@40.7646216,-73.9743251?authuser=0&hl=es&entry=ttu
Reviews: 112 reviews

Name: Burk's Bar
Link: https://www.google.com/maps/search/Burk's+Bar/@40.764173199999995,-73.9847405?authuser=0&hl=es&entry=ttu
Reviews: 1 reviews",https://www.baccarathotels.com/dining/bar?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,+1 212-790-8867,,The Bar at Baccarat Hotel (propietario),https://www.google.com/maps/contrib/104900937150036962656,https://lh3.ggpht.com/p/AF1QipP_pPic4LxQYE9F0Fh_jomMaKiVwyNj235476AW=s1024,Bar,Bar,16:00-1:00,,Open All Days,"28 W 53rd St floor 2, New York, NY 10019, Estados Unidos","cocteles, precio, atmosfera, arana, material de vidrio, champagne, menu, dinero, gafas, moma",https://www.google.com/maps/place/The+Bar+at+Baccarat+Hotel/data=!4m7!3m6!1s0x89c258f96239418b:0xa36ed87b1fcaa043!8m2!3d40.7609407!4d-73.9773661!16s%2Fg%2F11cnb5dpyn!19sChIJi0E5YvlYwokRQ6DKH3vYbqM?authuser=0&hl=es&rclk=1,bars in manhattan
